Date,Open,High,Low,Close*,Adj Close**,Volume,Year,Month,Day,DayOfWeek,Daily_Return,Volatility,MA5,MA20,MA50,RSI,MACD,Signal_Line,BB_middle,BB_upper,BB_lower,Price_Momentum,Volume_MA5,Volume_MA20
2022-01-25,34186.64,34591.04,33545.52,34297.73,34297.73,506430000,2022,1,25,1,0.3794183403286633,1.0843311604101746,34496.786,34824.906,34357.4084,46.66559014234971,113.78704200842913,253.12799384168983,34824.906,35983.177155080244,33666.63484491976,-0.03128096293091065,520283250.0,401770812.5
2022-01-24,34070.61,34420.99,33150.33,34364.5,34364.5,552806250,2022,1,24,0,0.19467760694364955,1.0454881563694662,34343.314,34863.3005,34351.8748,45.23542286323591,78.44385378819425,218.1911658309907,34863.3005,35894.02249477096,33832.57850522904,-0.021842282190581486,537230500.0,407806625.0
2022-01-21,34701.69,34896.67,34229.55,34265.37,34265.37,523880000,2022,1,21,4,-0.2884662951592398,1.0012380442691164,34251.294,34872.61,34338.7446,36.11659432615249,41.95156838728872,182.94324634225035,34872.61,35876.52704243161,33868.69295756839,-0.013249640681609165,531445250.0,413296625.0
2022-01-20,35102.66,35490.2,34670.12,34715.39,34715.39,369070000,2022,1,20,3,1.313337635052525,1.0322410172896332,34362.216,34892.778000000006,34336.687,34.69658334617502,48.781697279606306,156.11093652972153,34892.778000000006,35864.983091090086,33920.572908909926,0.01623528502569327,499703250.0,414314125.0
2022-01-19,35412.3,35547.83,35015.49,35028.65,35028.65,393080000,2022,1,19,2,0.9023663568233031,0.9691204811711225,34534.328,34897.497,34343.693,43.70335130870161,78.56642279604421,140.60203378298607,34897.497,35871.46471220903,33923.529287790974,0.025186072736287146,469053250.0,419247625.0
2022-01-18,35661.76,35661.76,35262.02,35368.47,35368.47,427260000,2022,1,18,1,0.9701201730583309,0.9920496556739359,34748.476,34916.478500000005,34346.4862,54.06004426903397,128.11483825425967,138.1045946772408,34916.478500000005,35912.48931396128,33920.467686038726,0.0312189757164687,453219250.0,425327125.0
2022-01-14,35996.43,35996.43,35641.49,35911.81,35911.81,389200000,2022,1,14,4,1.5362270406381606,0.9974011691713086,35057.938,34983.7605,34358.8386,60.3864123939021,208.8181855419898,152.2473128501906,34983.7605,36058.79878294107,33908.72221705892,0.04502640806646396,420498000.0,426271125.0
2022-01-13,36312.49,36513.88,36044.22,36113.62,36113.62,343640000,2022,1,13,3,0.5619599791823582,0.998534197898307,35427.588,35052.538499999995,34381.9932,62.11338337578724,285.7664127840326,178.951132836959,35052.538499999995,36232.298976123275,33872.778023876715,0.05393929789755658,384450000.0,423510125.0
2022-01-12,36336.16,36453.49,36168.15,36290.32,36290.32,310180000,2022,1,12,2,0.4892890826231122,0.9574889798148368,35742.574,35104.975,34410.5748,58.70559879884624,356.8926146086087,214.53942919128895,35104.975,36407.004674761076,33802.94532523892,0.04536691075629573,372672000.0,418438125.0
2022-01-11,36058.85,36271.47,35769.38,36252.02,36252.02,356850000,2022,1,11,1,-0.10553778528269442,0.9047746761977968,35987.248,35129.173,34441.4564,61.72643578835415,405.49584835027053,252.7307130230853,35129.173,36499.29828831818,33759.04771168182,0.034924840095179155,365426000.0,419600125.0
2022-01-10,36175.21,36175.21,35639.91,36068.87,36068.87,430680000,2022,1,10,0,-0.5052132267387988,0.8892607780111308,36127.328,35159.4775,34475.6638,63.30855345947686,424.3440132663818,287.0533730717446,35159.4775,36586.30875317886,33732.64624682114,0.019802948784609642,366110000.0,425174625.0
2022-01-07,36249.59,36382.84,36111.53,36231.66,36231.66,356110000,2022,1,7,4,0.4513310231232692,0.8507722774880516,36191.298,35216.504,34504.147800000006,72.98312647059727,447.2613616962044,319.0949707966366,35216.504,36720.893281051875,33712.11471894813,0.008906540773077287,359492000.0,426534625.0
2022-01-06,36409.05,36464.19,36200.68,36236.47,36236.47,385890000,2022,1,6,3,0.013275682096813846,0.8506024345412108,36215.868,35273.840500000006,34537.8174,88.20030550085593,460.5032573412609,347.37662810556145,35273.840500000006,36843.86569673366,33703.815303266354,0.003401763655928036,367942000.0,428335125.0
2022-01-05,36722.6,36952.65,36400.39,36407.11,36407.11,462040000,2022,1,5,2,0.47090679638497335,0.8529166705497679,36239.226,35338.638,34570.861,88.86944565964643,479.24236923022545,373.7497763304942,35338.638,36985.48579002818,33691.79020997182,0.0032182135621841024,398314000.0,432386125.0
2022-01-04,36636.0,36934.84,36636.0,36799.65,36799.65,435080000,2022,1,4,1,1.0781959897393723,0.8254338553720668,36348.752,35397.154,34617.2388,89.80045051350918,519.7762902916002,402.95507912271546,35397.154,37166.13128924659,33628.17671075342,0.015106192703193022,413960000.0,436163125.0
2022-01-03,36321.59,36595.82,36246.45,36585.06,36585.06,347930000,2022,1,3,0,-0.5831305460785696,0.8231749820719031,36451.990000000005,35456.145000000004,34667.678,83.73788325382117,528.4919687266811,428.0624570435086,35456.145000000004,37303.22175768489,33609.068242315116,0.014311232927452178,397410000.0,434255625.0
2021-12-31,36385.85,36484.94,36303.97,36338.3,36338.3,213200000,2021,12,31,4,-0.6744829720109702,0.8175797535874217,36473.318,35516.467000000004,34723.557199999996,80.1426772487081,509.61323281426303,444.37261219765946,35516.467000000004,37397.44107105014,33635.49292894987,0.002943282201257169,368828000.0,421512125.0
2021-12-30,36522.48,36679.44,36372.13,36398.08,36398.08,205620000,2021,12,30,3,0.16450962207918973,0.7555794949962837,36505.64,35600.097499999996,34792.614,77.60055637751012,493.78341712430847,454.2547731829893,35600.097499999996,37481.72531895045,33718.469681049544,0.00445987150514382,332774000.0,404152812.5
2021-12-29,36421.14,36571.55,36396.19,36488.63,36488.63,213480000,2021,12,29,2,0.24877685855955178,0.6153999664782609,36521.944,35716.490000000005,34863.5028,75.83504979508636,482.97734024900274,459.999286596192,35716.490000000005,37509.129705462576,33923.850294537435,0.0022391230723888267,283062000.0,388437812.5
2021-12-28,36302.99,36527.26,36302.99,36398.21,36398.21,239090000,2021,12,28,1,-0.24780321979750441,0.6254123881915532,36441.656,35827.996,34927.9856,69.98579291819678,461.7940339763445,460.3582360722225,35827.996,37487.6043321888,34168.3876678112,-0.010908799404342195,243864000.0,373075812.5
2021-12-27,35954.48,36306.61,35954.48,36302.38,36302.38,244350000,2021,12,27,0,-0.2632821778873251,0.638491774130948,36385.119999999995,35928.2285,34988.3082,59.17403824923547,432.29025801939133,454.74464046165633,35928.2285,37433.67959133163,34422.777408668364,-0.007726651261471207,223148000.0,359971812.5
2021-12-23,35782.42,36060.99,35782.42,35950.56,35950.56,247420000,2021,12,23,3,-0.9691375606778352,0.6975857530182392,36307.572,36007.5315,35054.666600000004,46.42205136306971,376.18296622384514,439.0323056140941,36007.5315,37321.00754332612,34694.05545667387,-0.010670284520739926,229992000.0,344702500.0
2021-12-22,35491.71,35764.67,35433.13,35753.89,35753.89,281930000,2021,12,22,2,-0.5470568469587045,0.709952105449675,36178.734,36081.957500000004,35113.396799999995,38.331629434668095,312.24850152676663,413.6755447966286,36081.957500000004,37119.486394388325,35044.42860561168,-0.0176984610177241,245254000.0,332605000.0
2021-12-21,35069.5,35508.96,35069.5,35492.7,35492.7,346080000,2021,12,21,1,-0.7305219096439663,0.6903986896051744,35979.547999999995,36120.823,35150.9548,34.94332828350922,237.76333970967244,378.4931037792374,36120.823,36986.87533939632,35254.77066060367,-0.02729425577227762,271774000.0,331455500.0
2021-12-20,35222.12,35222.12,34665.5,34932.16,34932.16,386590000,2021,12,20,0,-1.5793106751529007,0.7605203700145082,35686.338,36115.9985,35173.7048,30.394317903502255,131.98102387337713,329.19068779806537,36115.9985,37008.34419167132,35223.65280832868,-0.04027807960885976,301274000.0,331131000.0
2021-12-17,35800.11,35800.11,35284.26,35365.44,35365.44,552806250,2021,12,17,4,1.2403470040215137,0.7809939261387674,35498.95,36115.846999999994,35203.18659999999,36.33472370339044,82.1627305671791,279.7850963518881,36115.846999999994,37008.72793193658,35222.96606806341,-0.02580932710196948,362965250.0,337408312.5
2021-12-16,36036.28,36189.83,35778.21,35897.64,35897.64,473620000,2021,12,16,3,1.5048589809712354,0.7777765662074348,35488.365999999995,36115.1385,35255.2404,45.41726515563414,84.64967762851302,240.75801260721312,36115.1385,37008.72333960432,35221.55366039568,-0.0014720215762981104,408205250.0,341629312.5
2021-12-15,35549.35,35943.84,35389.3,35927.43,35927.43,424720000,2021,12,15,2,0.08298595673699172,0.7668894488921332,35523.074,36105.829000000005,35295.937000000005,43.25526721335444,88.00988199134008,210.20838648403853,36105.829000000005,37003.3512854041,35208.306714595914,0.004853737593307983,436763250.0,345683312.5
2021-12-14,35605.73,35779.47,35441.74,35544.18,35544.18,440900000,2021,12,14,1,-1.0667336906647673,0.7907356031765582,35533.369999999995,36068.522,35325.6456,32.300721521878174,59.066909546359966,179.9800910965028,36068.522,36995.30717648522,35141.73682351477,0.001450439104379253,455727250.0,352219312.5
2021-12-13,35958.93,35958.93,35609.53,35650.95,35650.95,441110000,2021,12,13,0,0.3003867299794072,0.7958022834444399,35677.128000000004,36038.4685,35374.187999999995,36.41827936664863,44.234929316851776,152.8310587405726,36038.4685,36979.07879772226,35097.85820227775,0.02057674074549043,466631250.0,356432312.5
2021-12-10,35830.55,35982.69,35710.43,35970.99,35970.99,361200000,2021,12,10,4,0.8977039882527738,0.8179232739806412,35798.238,36033.5745,35430.9726,44.770837070381695,57.640586637702654,133.79296431999862,36033.5745,36974.53725443941,35092.61174556059,0.01712264855180634,428310000.0,352958312.5
2021-12-09,35722.26,35864.24,35577.14,35754.69,35754.69,353020000,2021,12,9,3,-0.6013178953373166,0.8205112990286373,35769.648,36009.726,35474.1342,41.23124310032296,50.23202087327081,117.08077563065305,36009.726,36953.722596769665,35065.72940323034,-0.003982155930027598,404190000.0,352803812.5
2021-12-08,35716.85,35840.52,35602.65,35754.75,35754.75,387650000,2021,12,8,2,0.0001678101530178111,0.8204523642729785,35735.112,35985.64,35507.6456,39.74500860777605,43.85993064902141,102.43660663432672,35985.64,36929.85927549253,35041.42072450747,-0.004806355478251589,396776000.0,352891812.5
2021-12-07,35423.99,35819.47,35423.99,35719.43,35719.43,474940000,2021,12,7,1,-0.09878407764003505,0.8107469650641791,35770.162,35951.256,35535.7936,40.36661311473546,35.55017414114991,89.05932013569137,35951.256,36880.82277006976,35021.68922993024,0.004930483696627741,403584000.0,353536812.5
2021-12-06,34633.43,35356.75,34633.43,35227.03,35227.03,416720000,2021,12,6,0,-1.3785214377721067,0.8101986911336431,35685.378000000004,35872.625,35541.648799999995,36.282506256968084,-10.645221118764312,69.11841188480024,35872.625,36765.34674502648,34979.90325497352,-0.011890847228474888,398706000.0,352618812.5
2021-12-03,34692.78,34801.31,34264.57,34580.08,34580.08,439550000,2021,12,3,4,-1.8365158799932835,0.8851766995476202,35407.196,35772.376000000004,35533.473600000005,33.741897522041555,-98.32542856036889,35.62964379576641,35772.376000000004,36772.12694261516,34772.625057384845,-0.038667548488379055,414376000.0,357199812.5
2021-12-02,34076.25,34759.65,34076.25,34639.79,34639.79,466900000,2021,12,2,3,0.1726716653055682,0.8854588345178744,35184.216,35687.4505,35534.945999999996,36.339447741429154,-161.13703919341788,-3.7236928020704454,35687.4505,36769.9299649419,34604.9710350581,-0.0311819232665701,437152000.0,369884812.5
2021-12-01,34678.94,35004.64,34006.98,34022.04,34022.04,496000000,2021,12,1,2,-1.7833537674448952,0.944332440476349,34837.674,35568.648499999996,35520.6256,33.417449192217106,-257.7912977897504,-54.537213799606434,35568.648499999996,36829.574480152245,34307.722519847746,-0.04846097371677882,458822000.0,384403812.5
2021-11-30,35056.99,35056.99,34424.44,34483.72,34483.72,552806250,2021,11,30,1,1.3570026958994896,1.0104488794265158,34590.53200000001,35468.403000000006,35505.468199999996,44.828278168607966,-293.750602413209,-102.37989152232694,35468.403000000006,36740.11206467789,34196.693935322124,-0.03459489695104312,474395250.0,401370125.0
2021-11-29,35017.71,35287.91,34895.89,35135.94,35135.94,416040000,2021,11,29,0,1.8913852681787358,1.1209182567552254,34572.314,35405.2895,35492.8258,47.48048058597763,-266.54731569469004,-135.21337635679959,35405.2895,36606.01148027496,34204.56751972504,-0.0025857984621466823,474259250.0,410217625.0
2021-11-26,35366.69,35366.69,34749.8,34899.34,34899.34,324580000,2021,11,26,4,-0.6733845743133848,1.1264451341285373,34636.166000000005,35335.1375,35481.557,38.279672399056984,-261.07069714662794,-160.38484051476527,35335.1375,36477.71266351884,34192.562336481154,0.009232482978639656,451265250.0,414229125.0
2021-11-24,35752.31,35825.47,35591.03,35804.38,35804.38,280960000,2021,11,24,2,2.1206891658952953,1.2694773687065115,34869.083999999995,35327.828499999996,35495.822,48.801637680679505,-181.60781142210908,-164.62943469623403,35327.828499999996,36455.60187785642,34200.055122143574,0.033620007511592886,414077250.0,415906125.0
2021-11-23,35619.92,35841.52,35542.87,35813.8,35813.8,392520000,2021,11,23,1,0.026309630274301554,1.2632345786244832,35227.436,35330.824,35510.303199999995,52.83198816871351,-116.52950709182187,-155.00944917535162,35330.824,36463.6691557387,34197.9788442613,0.052664684422215835,393381250.0,421435625.0
2021-11-22,35631.41,35929.66,35615.55,35619.25,35619.25,420810000,2021,11,22,0,-0.5432263540869786,1.258093391052326,35454.542,35337.1515,35520.465,49.67306375359942,-79.73391814823844,-139.954342969929,35337.1515,36475.20534856948,34199.09765143052,0.03292945192688035,366982000.0,425172125.0
2021-11-19,35879.09,35879.09,35555.37,35601.98,35601.98,408840000,2021,11,19,4,-0.04848501863458088,1.2005850432329457,35547.75,35370.6425,35519.918000000005,45.940725193442915,-51.37448045000929,-122.23837046594507,35370.6425,36497.88639070522,34243.39860929478,0.013263911539011186,365542000.0,426284625.0
2021-11-18,35901.69,35952.63,35654.39,35870.95,35870.95,435080000,2021,11,18,3,0.7554916889453756,1.1811232787475507,35742.072,35395.918000000005,35529.2322,51.26426182159831,-7.113787319489347,-99.21345383665393,35395.918000000005,36545.12621794589,34246.70978205412,0.02784035457404066,387642000.0,420398312.5
2021-11-17,36159.7,36159.7,35909.48,35931.05,35931.05,358310000,2021,11,17,2,0.16754504689728833,1.1329417629505545,35767.406,35397.5885,35545.216,51.89245123422603,32.438764703787456,-72.88301012856566,35397.5885,36549.96026381293,34245.21673618707,0.003537835315120752,403112000.0,414632812.5
2021-11-16,36076.18,36316.61,36076.18,36142.22,36142.22,308290000,2021,11,16,1,0.5877089592427609,1.1402338060747044,35833.090000000004,35408.327999999994,35573.551,54.37324026703463,79.90302894192428,-42.32580231446767,35408.327999999994,36585.233000693566,34231.42299930642,0.00917020813206082,386266000.0,408811312.5
2021-11-15,36128.83,36236.07,36031.78,36087.45,36087.45,280660000,2021,11,15,0,-0.1515402208276173,1.1116573904954625,35926.729999999996,35435.491500000004,35612.0844,59.78595150357121,111.81043791549018,-11.498554268476099,35435.491500000004,36650.07346130524,34220.90953869477,0.013144577721316386,358236000.0,400799312.5
2021-11-12,35963.78,36147.63,35934.59,36100.31,36100.31,293180000,2021,11,12,4,0.0356356572714267,1.1104922655669618,36026.39599999999,35457.9595,35650.728800000004,70.20448631220233,136.5607960809284,18.113315801404802,35457.9595,36705.501033593886,34210.41796640611,0.013997255208839432,335104000.0,393402812.5
2021-11-11,36038.78,36108.17,35915.27,35921.23,35921.23,270320000,2021,11,11,3,-0.496062222180349,1.0993936066821086,36036.452000000005,35455.4715,35683.198800000006,66.50710553706317,140.11026990193204,42.512706621510254,35455.4715,36698.896725149716,34212.04627485028,0.0014016913407648435,302152000.0,388858812.5
2021-11-10,36299.25,36346.61,36009.5,36079.94,36079.94,278390000,2021,11,10,2,0.44182785500384014,1.094156316204006,36066.23,35471.734000000004,35717.507600000004,80.0648075641939,153.95512523288926,64.80119034378606,35471.734000000004,36739.8984172569,34203.569582743105,0.0041437698035542425,286168000.0,385127312.5
2021-11-09,36404.53,36416.98,36173.07,36319.98,36319.98,258020000,2021,11,9,1,0.6653004411869778,1.1026069536298204,36101.78199999999,35499.995500000005,35758.599799999996,78.6843914021494,182.1962497772838,88.28020223048563,35499.995500000005,36818.89405731361,34181.096942686396,0.004918347572451243,276114000.0,378645812.5
2021-11-08,36416.46,36565.73,36334.42,36432.22,36432.22,284400000,2021,11,8,0,0.309031007175653,1.1028154883237615,36170.736,35535.634999999995,35792.9364,74.35865635405618,211.19979465079086,112.86412071454669,35535.634999999995,36916.563841545176,34154.706158454814,0.009553736825406167,276862000.0,369118812.5
2021-11-05,36268.75,36484.75,36190.2,36327.95,36327.95,344600000,2021,11,5,4,-0.28620270738375364,1.0513461508653916,36216.264,35590.681,35818.922399999996,78.25026003662259,223.19869966962142,134.93103650556165,35590.681,37007.12621558531,34174.23578441468,0.006305763025303612,287146000.0,365512812.5
2021-11-04,36107.46,36168.03,35986.48,36124.23,36124.23,307640000,2021,11,4,3,-0.5607803358020358,0.9584885648606387,36256.864,35667.8885,35834.037599999996,58.75260648981775,213.8048081639281,150.70579083723493,35667.8885,37019.23450927016,34316.542490729844,0.005651254146920914,294610000.0,358917312.5
2021-11-03,36059.09,36178.51,35891.73,36157.58,36157.58,262540000,2021,11,3,2,0.0923203068964984,0.9588789773971704,36272.392,35743.778,35838.953,59.28583004699909,206.6687984866512,161.8983923671182,35743.778,37020.432599451204,34467.12340054879,0.002151888279193326,291440000.0,348699312.5
2021-11-02,35935.11,36088.81,35884.13,36052.63,36052.63,304510000,2021,11,2,1,-0.2902572572611506,0.8462926205733273,36218.922,35845.3075,35837.7332,62.30144762986089,190.35062795902195,167.58883948549894,35845.3075,36836.491387531,34854.123612469004,-0.007360962203173171,300738000.0,339124812.5
2021-11-01,35833.65,36009.74,35797.97,35913.84,35913.84,292880000,2021,11,1,0,-0.38496498036343363,0.8203360451466563,36115.246,35916.813500000004,35830.2036,58.28084672494168,164.3249316429792,166.936057916995,35916.813500000004,36672.86002355601,35160.766976444,-0.01422861412233467,302434000.0,326128500.0
2021-10-29,35712.28,35852.53,35633.2,35819.56,35819.56,399400000,2021,10,29,4,-0.2625171800063719,0.7231309678273009,36013.568,35950.9945,35821.5544,48.49589950419418,134.54086835669295,160.4570200049346,35950.9945,36614.55081141687,35287.43818858313,-0.013994458812016664,313394000.0,325296500.0
2021-10-28,35545.41,35742.25,35545.41,35730.48,35730.48,337400000,2021,10,28,3,-0.24869093869381853,0.7052759151539434,35934.818,35992.5515,35814.7866,44.227570209116365,102.56644990325731,148.87890598459916,35992.5515,36451.28383104896,35533.81916895104,-0.01089988630899541,319346000.0,325937500.0
2021-10-27,35835.43,35835.43,35490.43,35490.69,35490.69,354180000,2021,10,27,2,-0.6711076929277193,0.424718043273057,35801.44,35976.867000000006,35799.9672,31.552779555248478,57.21787191378098,130.54669917043555,35976.867000000006,36481.811874703766,35471.922125296245,-0.01844398878464759,337674000.0,329598500.0
2021-10-26,35791.05,35892.92,35734.73,35756.88,35756.88,321910000,2021,10,26,1,0.7500276833163788,0.4602868911599922,35742.29,35974.021,35790.3754,41.641085290919605,42.270833638103795,112.8915260639692,35974.021,36483.45737383528,35464.584626164724,-0.008203285030800811,341154000.0,326068000.0
2021-10-25,35692.62,35787.04,35629.37,35741.15,35741.15,267220000,2021,10,25,0,-0.04399153393694899,0.4428812194046375,35707.752,35980.115999999995,35777.0562,40.93131066245165,28.823657397755596,96.07795233072648,35980.115999999995,36474.371250460215,35485.860749539774,-0.00480845267451202,336022000.0,318388500.0
2021-10-22,35607.72,35765.02,35533.95,35677.02,35677.02,346290000,2021,10,22,4,-0.17942903348102668,0.44487941256893165,35679.244,35983.868,35754.6036,43.45376272603945,12.843862253343104,79.4311343152498,35983.868,36467.052175526354,35500.68382447365,-0.003979390031591756,325400000.0,315261000.0
2021-10-21,35520.32,35612.36,35442.53,35603.08,35603.08,298390000,2021,10,21,3,-0.207248251115133,0.41092685953804914,35653.764,35970.4745,35734.964,36.60881774782351,-5.720636646161438,62.40078012296756,35970.4745,36480.918952341715,35460.03004765828,-0.003565583221943891,317598000.0,308426500.0
2021-10-20,35475.16,35669.69,35465.71,35609.34,35609.34,265750000,2021,10,20,2,0.017582748458822017,0.40836464637190134,35677.49399999999,35954.389,35720.3848,27.027516292541108,-19.700906306497927,45.98044283707446,35954.389,36489.73311551637,35419.044884483636,0.0033431302688111675,299912000.0,303798500.0
2021-10-19,35325.37,35462.68,35290.12,35457.31,35457.31,278510000,2021,10,19,1,-0.4269385503915535,0.38826480123887896,35617.579999999994,35920.1435,35701.5694,19.27501244870767,-42.557346566798515,28.27288495629987,35920.1435,36491.32330243304,35348.96369756696,-0.008377968100125033,291232000.0,302309500.0
2021-10-18,35221.02,35327.57,35035.94,35258.61,35258.61,312640000,2021,10,18,0,-0.5603922012132223,0.4019268214758531,35521.072,35878.7015,35676.969,18.19220198222382,-75.83054225146043,7.452199514747811,35878.7015,36515.29714316518,35242.10585683482,-0.01350096457444716,300316000.0,303908500.0
2021-10-15,35023.63,35320.97,35023.63,35294.76,35294.76,327870000,2021,10,15,4,0.10252814844373681,0.4035244569571481,35444.62,35838.424,35654.9,22.595267515544393,-98.15135890182137,-13.668512168566025,35838.424,36516.562065322214,35160.285934677784,-0.010714459896033812,296632000.0,305643000.0
2021-10-14,34443.22,34923.83,34443.22,34912.56,34912.56,338540000,2021,10,14,3,-1.0828802915787028,0.4514128003125092,35306.516,35787.9905,35627.1036,16.571618820547172,-145.00953309908073,-39.93671635466897,35787.9905,36580.57254605345,34995.40845394655,-0.019394951223321244,304662000.0,309054000.0
2021-10-13,34372.71,34449.83,34115.1,34377.81,34377.81,316220000,2021,10,13,2,-1.531683726429689,0.5266544729383148,35060.21,35702.884,35595.6486,13.464105897854012,-222.72736720692046,-76.49484652511927,35702.884,36702.08337727894,34703.684622721055,-0.0345844657609492,314756000.0,310945500.0
2021-10-12,34507.15,34611.24,34318.94,34378.34,34378.34,319010000,2021,10,12,1,0.0015416921554933793,0.4859423250610471,34844.416,35605.802,35568.1376,14.353038407250253,-281.03692535743176,-117.40326229158177,35605.802,36722.89485946053,34488.709140539475,-0.03043011441082255,322856000.0,313995000.0
2021-10-11,34723.79,34951.35,34486.51,34496.06,34496.06,256820000,2021,10,11,0,0.34242491056868385,0.48810074601177506,34691.906,35508.994,35548.2048,19.605456549696626,-314.1275828786893,-156.74812640900328,35508.994,36659.612413831965,34358.37558616803,-0.021627341520269905,311692000.0,312616000.0
2021-10-08,34757.57,34842.62,34661.95,34746.25,34746.25,238080000,2021,10,8,4,0.7252712338742473,0.5365020159228538,34582.204,35429.909,35544.486600000004,28.95424473230652,-316.5153335534196,-188.70156783788656,35429.909,36560.78045928619,34299.03754071381,-0.01554083382349114,293734000.0,307290000.0
2021-10-07,34509.72,34975.19,34509.72,34754.94,34754.94,273290000,2021,10,7,3,0.02500989315394886,0.532951997577857,34550.68,35361.4445,35532.276600000005,32.54208170993867,-314.0858466626378,-213.7784236028368,35361.4445,36481.067318772184,34241.82168122781,-0.0045147076009319775,280684000.0,305572500.0
2021-10-06,34198.96,34432.68,33854.69,34416.99,34416.99,322170000,2021,10,6,2,-0.9723797537846579,0.5557781291112226,34558.515999999996,35274.415,35502.6636,19.254051226038015,-335.5620509885266,-238.13514907997478,35274.415,36404.02297655439,34144.80702344561,0.0011396886538148632,281874000.0,308554000.0
2021-10-05,34035.25,34490.95,34035.25,34314.67,34314.67,311520000,2021,10,5,1,-0.2972950278336328,0.5558105821750584,34545.78199999999,35187.517,35470.4084,18.51815886579918,-356.72634724398085,-261.853388712776,35187.517,36332.34831269677,34042.68568730323,-0.001852038231048958,280376000.0,308904500.0
2021-10-04,34312.96,34410.28,33821.58,34002.92,34002.92,396860000,2021,10,4,0,-0.908503564219032,0.5747427840652434,34447.153999999995,35091.971000000005,35439.5832,16.69359138621192,-394.11174918493634,-288.30506080720806,35091.971000000005,36298.852861290485,33885.089138709525,-0.014295545636226259,308384000.0,314103500.0
2021-10-01,33930.7,34490.56,33785.54,34326.46,34326.46,427580000,2021,10,1,4,0.9515065176755488,0.6365228888388677,34363.195999999996,35017.316,35413.093400000005,26.896097409131386,-393.1015455867091,-309.2643577631083,35017.316,36219.40472047401,33815.227279525985,-0.01208159153865529,346284000.0,315512500.0
2021-09-30,34467.98,34557.37,33833.32,33843.92,33843.92,354830000,2021,9,30,3,-1.4057377311846309,0.6904508606898021,34180.992,34922.988,35370.552,22.747957740826166,-426.32350521103945,-332.67618725269455,34922.988,36184.076250738945,33661.89974926105,-0.026212676528861945,362592000.0,316384000.0
2021-09-29,34360.08,34580.42,34305.96,34390.72,34390.72,290350000,2021,9,29,2,1.6156520875832525,0.8008083267607563,34175.738,34867.989499999996,35343.2726,35.32416210995022,-403.8743453131683,-346.91581886478934,34867.989499999996,36120.747211669135,33615.23178833086,-0.0007632858073874926,356228000.0,313192500.0
2021-09-28,34747.7,34798.21,34254.65,34299.99,34299.99,379020000,2021,9,28,1,-0.26382117036224395,0.7721291615865004,34172.802,34795.145,35314.1774,36.40586977361557,-388.92113632978,-355.3168823577875,34795.145,35998.73870982776,33591.55129017223,-0.00042780536720887774,369728000.0,316048000.0
2021-09-27,34739.27,35061.12,34739.27,34869.37,34869.37,289480000,2021,9,27,0,1.6600004839651739,0.8776284361694978,34346.092,34751.556,35297.1762,44.76003242105993,-327.3528827236587,-349.72408243096174,34751.556,35871.106051468545,33632.00594853145,0.02548163510663204,348252000.0,317161000.0
2021-09-24,34762.31,34857.06,34648.08,34798.0,34798.0,254310000,2021,9,24,4,-0.20467820324829855,0.8777369714622543,34440.4,34707.604999999996,35288.5956,48.47182425978992,-281.0784631436618,-335.9949585735018,34707.604999999996,35739.78747378018,33675.42252621981,0.013736924809607531,313598000.0,312562000.0
2021-09-23,34296.3,34879.78,34296.3,34764.82,34764.82,283890000,2021,9,23,3,-0.09535030748893947,0.8775148874078086,34624.58,34665.691999999995,35292.2904,55.96007010216558,-244.267240246023,-317.649414908006,34665.691999999995,35609.02508515128,33722.35891484871,0.027210204964436713,299410000.0,311837000.0
2021-09-22,34006.87,34440.42,34006.87,34258.32,34258.32,296590000,2021,9,22,2,-1.4569326117609749,0.9263371466682297,34598.1,34598.140999999996,35284.661,48.400867651212785,-253.04742469663324,-304.72901686573147,34598.140999999996,35445.568670166685,33750.71332983331,-0.003849875780443157,300658000.0,313379000.0
2021-09-21,34025.61,34313.88,33914.02,33919.84,33919.84,306970000,2021,9,21,1,-0.9880227635214012,0.9422772633350142,34522.07,34521.2675,35282.617,42.74906755389567,-284.044008813813,-300.5920152553478,34521.2675,35317.95340426702,33724.58159573298,-0.01108309361023141,286248000.0,314802000.0
2021-09-20,34459.72,34459.72,33613.03,33970.47,33970.47,435780000,2021,9,20,0,0.14926367577206,0.9420347033131291,34342.29,34456.8605,35272.352,39.7216642906733,-301.0532526798197,-300.6842627402422,34456.8605,35209.62435246484,33704.09664753517,-0.025779072005029047,315508000.0,320959000.0
2021-09-17,34737.86,34779.86,34519.63,34584.88,34584.88,552806250,2021,9,17,4,1.8086591089260695,1.041162624981665,34299.666000000005,34421.366500000004,35261.330799999996,48.05848962685914,-261.9360135129609,-292.93461289478597,34421.366500000004,35067.117091100066,33775.61590889994,-0.00612448991321346,375207250.0,332205812.5
2021-09-16,34810.27,34943.55,34540.11,34751.32,34751.32,278270000,2021,9,16,3,0.48125076623080076,1.0217265421657267,34296.966,34413.3045,35258.3704,53.97248619913641,-215.02631315701728,-277.35295294723227,34413.3045,35036.879762649325,33789.72923735067,-0.0003883235983963562,374083250.0,329192312.5
2021-09-15,34580.95,34880.77,34522.03,34814.39,34814.39,317490000,2021,9,15,2,0.1814895088877222,0.9579869828672517,34408.18,34435.1335,35238.5706,55.99354253721675,-170.79203153162234,-256.0407686641103,34435.1335,35083.54834898968,33786.71865101033,0.01623167744361087,378263250.0,329255812.5
